Date,City,Weather Condition,Temperature,Wind Force and Direction
2011-07-13,shanghai,阴/阵雨,32℃/27℃,东南风4-5级/东南风4-5级
2011-07-14,shanghai,阵雨/阴,32℃/27℃,南风3-4级/东南风4-5级
2011-07-15,shanghai,雷阵雨/多云,32℃/27℃,北风3-4级/东南风3-4级
2011-07-16,shanghai,阵雨/阵雨,32℃/27℃,南风4-5级/东南风4-5级
2011-07-17,shanghai,阵雨/阴,33℃/27℃,东南风4-5级/东南风4-5级
2011-07-18,shanghai,多云/多云,33℃/26℃,东风3-4级/北风3-4级
2011-07-19,shanghai,阵雨/阵雨,32℃/27℃,北风3-4级/北风3-4级
2011-07-20,shanghai,雷阵雨/多云,34℃/27℃,北风3-4级/东南风3-4级
2011-07-21,shanghai,多云/多云,34℃/28℃,东南风3-4级/东南风3-4级
2011-07-22,shanghai,雷阵雨/多云,35℃/27℃,东南风3-4级/东南风≤3级
2011-07-23,shanghai,多云/多云,35℃/28℃,东风3-4级/东南风3-4级
2011-07-24,shanghai,雷阵雨/多云,35℃/28℃,东南风3-4级/东南风3-4级
2011-07-25,shanghai,多云/多云,36℃/28℃,南风3-4级/南风3-4级
2011-07-26,shanghai,雷阵雨/多云,37℃/29℃,南风4-5级/南风4-5级
2011-07-27,shanghai,多云/多云,37℃/29℃,南风4-5级/南风4-5级
2011-07-28,shanghai,多云/晴,36℃/28℃,南风4-5级/南风4-5级
2011-07-29,shanghai,晴/晴,36℃/28℃,南风3-4级/南风3-4级
2011-07-30,shanghai,晴/晴,36℃/28℃,南风3-4级/南风3-4级
2011-07-31,shanghai,雷阵雨/多云,35℃/28℃,东南风3-4级/东南风3-4级
2011-08-01,shanghai,雷阵雨/多云,34℃/28℃,东北风3-4级/东风3-4级
2011-08-02,shanghai,雷阵雨/多云,34℃/27℃,东南风3-4级/东南风3-4级
2011-08-03,shanghai,雷阵雨/雷阵雨,34℃/27℃,东南风4-5级/东南风3-4级
2011-08-04,shanghai,雷阵雨/阴,33℃/26℃,东风3-4级/东风3-4级
2011-08-05,shanghai,多云/多云,32℃/25℃,东北风4-5级/东风4-5级
2011-08-06,shanghai,阵雨/暴雨,32℃/25℃,东北风5-6级/东北风8-9级
2011-08-07,shanghai,中雨/阵雨,30℃/26℃,北风8-9级/西南风7-8级
2011-08-08,shanghai,阵雨/多云,33℃/27℃,西南风3-4级/南风4-5级
2011-08-09,shanghai,雷阵雨/多云,33℃/27℃,南风3-4级/南风3-4级
2011-08-10,shanghai,多云/多云,35℃/27℃,南风3-4级/西南风3-4级
2011-08-11,shanghai,雷阵雨/阵雨,34℃/26℃,西南风3-4级/西南风3-4级
2011-08-12,shanghai,雷阵雨/阵雨,32℃/26℃,西南风3-4级/西南风3-4级
2011-08-13,shanghai,雷阵雨/阵雨,34℃/27℃,西南风4-5级/西南风4-5级
2011-08-14,shanghai,雷阵雨/雷阵雨,35℃/27℃,西南风4-5级/西南风4-5级
2011-08-15,shanghai,雷阵雨/多云,34℃/27℃,西南风4-5级/西南风3-4级
2011-08-16,shanghai,雷阵雨/多云,36℃/27℃,西南风3-4级/西南风3-4级
2011-08-17,shanghai,雷阵雨/中雨,34℃/26℃,西风3-4级/西南风3-4级
2011-08-18,shanghai,雷阵雨/阵雨,33℃/27℃,北风3-4级/南风3-4级
2011-08-19,shanghai,雷阵雨/多云,34℃/27℃,东南风3-4级/南风3-4级
2011-08-20,shanghai,多云/阴,34℃/27℃,东南风3-4级/北风3-4级
2011-08-21,shanghai,雷阵雨/雷阵雨,31℃/25℃,东北风3-4级/东北风3-4级
2011-08-22,shanghai,中到大雨/阵雨,29℃/24℃,南风3-4级/北风3-4级
2011-08-23,shanghai,阵雨/阵雨,28℃/24℃,东北风3-4级/北风3-4级
2011-08-24,shanghai,阵雨/阵雨,24℃/22℃,北风3-4级/东北风3-4级
2011-08-25,shanghai,中雨/阵雨,25℃/23℃,东北风3-4级/东北风3-4级
2011-08-26,shanghai,中到大雨/阵雨,27℃/25℃,东北风3-4级/东风3-4级
2011-08-27,shanghai,雷阵雨/阴,29℃/25℃,东风3-4级/东风3-4级
2011-08-28,shanghai,阴/多云,31℃/26℃,东南风3-4级/东南风3-4级
2011-08-29,shanghai,多云/多云,31℃/26℃,东南风3-4级/东风4-5级
2011-08-30,shanghai,阵雨/多云,31℃/26℃,东风4-5级/东风4-5级
2011-08-31,shanghai,多云/晴,32℃/25℃,东风4-5级/东北风4-5级
2011-09-01,shanghai,晴/晴,32℃/24℃,东北风3-4级/东北风3-4级
2011-09-02,shanghai,晴/晴,31℃/23℃,北风4-5级/北风3-4级
2011-09-03,shanghai,晴/晴,31℃/23℃,北风3-4级/北风3-4级
2011-09-04,shanghai,晴/多云,30℃/22℃,北风3-4级/北风4-5级
2011-09-05,shanghai,多云/多云,29℃/22℃,北风4-5级/北风3-4级
2011-09-06,shanghai,多云/多云,28℃/23℃,东北风3-4级/北风3-4级
2011-09-07,shanghai,多云/多云,29℃/24℃,东风3-4级/东南风3-4级
2011-09-08,shanghai,雷阵雨/多云,31℃/25℃,东南风3-4级/东南风3-4级
2011-09-09,shanghai,雷阵雨/阵雨,27℃/23℃,东北风3-4级/东北风3-4级
2011-09-10,shanghai,阵雨/小雨,26℃/22℃,东北风3-4级/北风3-4级
2011-09-11,shanghai,阴/多云,27℃/24℃,东北风3-4级/东北风3-4级
2011-09-12,shanghai,多云/多云,30℃/24℃,东风3-4级/东风3-4级
2011-09-13,shanghai,多云/多云,31℃/25℃,东风3-4级/东南风3-4级
2011-09-14,shanghai,多云/晴,32℃/25℃,东南风3-4级/东南风3-4级
2011-09-15,shanghai,多云/晴,33℃/25℃,东南风3-4级/东风3-4级
2011-09-16,shanghai,多云/多云,32℃/24℃,东北风3-4级/东北风3-4级
2011-09-17,shanghai,多云/阵雨,29℃/21℃,北风4-5级/北风4-5级
2011-09-18,shanghai,多云/多云,25℃/20℃,北风4-5级/北风5-6级
2011-09-19,shanghai,多云/阵雨,25℃/18℃,北风4-5级/北风4-5级
2011-09-20,shanghai,阴/小雨,22℃/17℃,西北风4-5级/西北风4-5级
2011-09-21,shanghai,多云/多云,23℃/15℃,西北风4-5级/西北风4-5级
2011-09-22,shanghai,多云/晴,24℃/16℃,西北风3-4级/北风3-4级
2011-09-23,shanghai,晴/晴,26℃/18℃,东北风3-4级/东北风3-4级
2011-09-24,shanghai,晴/多云,27℃/20℃,东北风3-4级/东北风3-4级
2011-09-25,shanghai,多云/阴,27℃/22℃,东北风3-4级/东北风3-4级
2011-09-26,shanghai,阵雨/阵雨,27℃/23℃,东北风3-4级/东北风3-4级
2011-09-27,shanghai,阴/阴,27℃/23℃,东北风3-4级/东风4-5级
2011-09-28,shanghai,阴/阴,28℃/24℃,东风3-4级/东风3-4级
2011-09-29,shanghai,中雨/中雨,30℃/18℃,东南风3-4级/北风4-5级
2011-09-30,shanghai,小雨/阴,22℃/18℃,北风4-5级/东北风4-5级
2011-10-01,shanghai,阴/小雨,22℃/18℃,东北风4-5级/东北风4-5级
2011-10-02,shanghai,小雨/阵雨,21℃/17℃,东北风4-5级/东北风4-5级
2011-10-03,shanghai,阴/阴,21℃/17℃,东北风4-5级/东北风4-5级
2011-10-04,shanghai,多云/阴,22℃/18℃,东北风3-4级/东北风3-4级
2011-10-05,shanghai,阴/多云,23℃/17℃,东北风3-4级/东北风3-4级
2011-10-06,shanghai,多云/多云,24℃/17℃,北风3-4级/西北风3-4级
2011-10-07,shanghai,晴/晴,25℃/15℃,东北风3-4级/东北风3-4级
2011-10-08,shanghai,晴/晴,26℃/17℃,东风3-4级/东风3-4级
2011-10-09,shanghai,多云/多云,27℃/19℃,东南风3-4级/东风3-4级
2011-10-10,shanghai,阴/阴,25℃/20℃,东北风4-5级/东北风4-5级
2011-10-11,shanghai,多云/多云,25℃/19℃,东北风3-4级/东北风4-5级
2011-10-12,shanghai,多云/阴,25℃/20℃,东风3-4级/东风3-4级
2011-10-13,shanghai,小到中雨/中雨,23℃/18℃,东风3-4级/西北风3-4级
2011-10-14,shanghai,小雨/多云,23℃/16℃,西北风4-5级/西风3-4级
2011-10-15,shanghai,多云/多云,23℃/14℃,西北风4-5级/西北风4-5级
2011-10-16,shanghai,晴/多云,23℃/14℃,西北风3-4级/西风3-4级
2011-10-17,shanghai,晴/晴,24℃/16℃,北风3-4级/东北风3-4级
2011-10-18,shanghai,晴/晴,22℃/15℃,东北风3-4级/东北风3-4级
2011-10-19,shanghai,多云/多云,23℃/15℃,东北风3-4级/东北风3-4级
2011-10-20,shanghai,阴/小雨,23℃/18℃,东北风3-4级/东北风3-4级
2011-10-21,shanghai,小雨/多云,23℃/16℃,东北风3-4级/北风3-4级
2011-10-22,shanghai,晴/晴,23℃/17℃,北风3-4级/东北风3-4级
2011-10-23,shanghai,多云/阵雨,23℃/17℃,东风3-4级/东南风3-4级
2011-10-24,shanghai,中雨/小雨,20℃/15℃,北风4-5级/北风4-5级
2011-10-25,shanghai,多云/多云,19℃/13℃,北风4-5级/北风4-5级
2011-10-26,shanghai,多云/阴,19℃/15℃,东北风3-4级/东北风3-4级
2011-10-27,shanghai,多云/阴,20℃/16℃,东风3-4级/东风3-4级
2011-10-28,shanghai,阴/小雨,20℃/17℃,东风3-4级/东北风3-4级
2011-10-29,shanghai,小雨/小雨,19℃/16℃,北风3-4级/东北风3-4级
2011-10-30,shanghai,多云/多云,21℃/15℃,北风3-4级/东北风3-4级
2011-10-31,shanghai,多云/多云,21℃/17℃,东北风3-4级/东北风3-4级
2011-11-01,shanghai,多云/阴,23℃/19℃,东风3-4级/东风3-4级
2011-11-02,shanghai,阵雨/阵雨,24℃/18℃,东北风4-5级/东北风3-4级
2011-11-03,shanghai,阴/阵雨,23℃/20℃,东北风3-4级/东风3-4级
2011-11-04,shanghai,阵雨/阵雨,24℃/20℃,东风3-4级/东南风3-4级
2011-11-05,shanghai,阵雨/小雨,23℃/18℃,东北风3-4级/东北风3-4级
2011-11-06,shanghai,小雨/阴,21℃/17℃,东北风3-4级/东北风4-5级
2011-11-07,shanghai,阴/小雨,20℃/16℃,东北风3-4级/东北风3-4级
2011-11-08,shanghai,小雨/小雨,19℃/15℃,东北风3-4级/东北风4-5级
2011-11-09,shanghai,小雨/小雨,18℃/14℃,北风3-4级/北风3-4级
2011-11-10,shanghai,小雨/多云,16℃/9℃,北风4-5级/北风4-5级
2011-11-11,shanghai,多云/多云,18℃/9℃,北风3-4级/北风3-4级
2011-11-12,shanghai,多云/晴,20℃/11℃,东北风3-4级/西北风≤3级
2011-11-13,shanghai,晴/多云,20℃/12℃,无持续风向≤3级/北风≤3级
2011-11-14,shanghai,多云/多云,18℃/12℃,北风3-4级/东北风3-4级
2011-11-15,shanghai,多云/多云,20℃/14℃,东风3-4级/东风3-4级
2011-11-16,shanghai,多云/小雨,20℃/19℃,东风4-5级/东南风4-5级
2011-11-17,shanghai,中雨/阵雨,23℃/19℃,东南风4-5级/东南风4-5级
2011-11-18,shanghai,阵雨/阵雨,25℃/14℃,南风3-4级/南风3-4级
2011-11-19,shanghai,小雨/阴,17℃/10℃,北风4-5级/北风4-5级
2011-11-20,shanghai,多云/晴,15℃/8℃,北风4-5级/北风3-4级
2011-11-21,shanghai,晴/多云,16℃/9℃,东北风3-4级/南风3-4级
2011-11-22,shanghai,多云/多云,18℃/10℃,南风3-4级/西北风4-5级
2011-11-23,shanghai,晴/晴,15℃/8℃,西北风4-5级/西北风3-4级
2011-11-24,shanghai,晴/晴,14℃/8℃,东北风3-4级/东南风3-4级
2011-11-25,shanghai,多云/多云,18℃/11℃,东南风3-4级/东南风3-4级
2011-11-26,shanghai,多云/多云,20℃/15℃,东南风4-5级/东南风4-5级
2011-11-27,shanghai,多云/晴,21℃/15℃,东南风3-4级/东南风3-4级
2011-11-28,shanghai,多云/多云,22℃/16℃,东风3-4级/东风3-4级
2011-11-29,shanghai,多云/阵雨,22℃/11℃,东北风3-4级/东北风3-4级
2011-11-30,shanghai,小雨/小雨,17℃/8℃,东北风4-5级/北风5-6级
2011-12-01,shanghai,阴/阴,11℃/4℃,北风5-6级/北风4-5级
2011-12-02,shanghai,多云/晴,10℃/2℃,北风4-5级/西北风4-5级
2011-12-03,shanghai,晴/晴,10℃/4℃,西北风3-4级/西北风4-5级
2011-12-04,shanghai,晴/多云,13℃/9℃,东北风≤3级/东北风≤3级
2011-12-05,shanghai,多云/小雨,15℃/13℃,东风3-4级/东风3-4级
2011-12-06,shanghai,小雨/小雨,16℃/11℃,东风3-4级/东风3-4级
2011-12-07,shanghai,小到中雨/小雨,14℃/6℃,东风3-4级/西北风4-5级
2011-12-08,shanghai,小雨/阴,10℃/3℃,北风5-6级/北风5-6级
2011-12-09,shanghai,多云/晴,7℃/-1℃,北风4-5级/北风4-5级
2011-12-10,shanghai,晴/晴,5℃/-2℃,北风4-5级/北风3-4级
2011-12-11,shanghai,晴/晴,8℃/2℃,西北风3-4级/北风3-4级
2011-12-12,shanghai,多云/多云,10℃/5℃,东北风3-4级/北风3-4级
2011-12-13,shanghai,晴/晴,12℃/3℃,北风3-4级/北风≤3级
2011-12-14,shanghai,晴/多云,13℃/5℃,西北风3-4级/北风4-5级
2011-12-15,shanghai,阴/多云,8℃/2℃,北风4-5级/北风4-5级
2011-12-16,shanghai,晴/晴,6℃/0℃,北风4-5级/东北风3-4级
2011-12-17,shanghai,多云/晴,7℃/-1℃,东北风3-4级/北风3-4级
2011-12-18,shanghai,多云/多云,9℃/3℃,北风3-4级/北风3-4级
2011-12-19,shanghai,晴/多云,11℃/6℃,东北风3-4级/东北风3-4级
2011-12-20,shanghai,小雨/小雨,12℃/7℃,东风3-4级/东风3-4级
2011-12-21,shanghai,阴/阴,11℃/3℃,北风4-5级/北风4-5级
2011-12-22,shanghai,多云/多云,6℃/1℃,东北风4-5级/北风4-5级
2011-12-23,shanghai,晴/晴,7℃/-1℃,北风3-4级/西北风3-4级
2011-12-24,shanghai,晴/晴,7℃/-1℃,西北风4-5级/西北风3-4级
2011-12-25,shanghai,晴/晴,8℃/0℃,西北风3-4级/西风3-4级
2011-12-26,shanghai,晴/多云,9℃/4℃,东北风3-4级/东北风3-4级
2011-12-27,shanghai,阴/阴,11℃/8℃,东风3-4级/东风3-4级
2011-12-28,shanghai,阴/阴,12℃/8℃,东风3-4级/东北风3-4级
2011-12-29,shanghai,中雨/小雪,7℃/-3℃,西北风4-5级/西北风4-5级
2011-12-30,shanghai,多云/晴,10℃/3℃,东北风3-4级/东北风3-4级
2011-12-31,shanghai,多云/多云,9℃/3℃,东风3-4级/东北风3-4级
2011-01-01,guangzhou,晴/多云,18℃/3℃,北风3-4级/北风3-4级
2011-01-02,guangzhou,多云/多云,19℃/9℃,无持续风向微风/无持续风向微风
2011-01-03,guangzhou,小雨/小雨,11℃/5℃,无持续风向微风/无持续风向微风
2011-01-04,guangzhou,小雨/阴,8℃/5℃,无持续风向微风/无持续风向微风
2011-01-05,guangzhou,阴/小雨,14℃/7℃,无持续风向微风/无持续风向微风
2011-01-06,guangzhou,小雨/阴,9℃/4℃,北风4-5级/北风3-4级
2011-01-07,guangzhou,多云/多云,12℃/5℃,北风3-4级/无持续风向微风
2011-01-08,guangzhou,多云/多云,15℃/7℃,无持续风向微风/无持续风向微风
2011-01-09,guangzhou,多云/阴,13℃/6℃,北风3-4级/北风3-4级
2011-01-10,guangzhou,阴/小雨,12℃/5℃,北风3-4级/北风3-4级
2011-01-11,guangzhou,小雨/小雨,8℃/4℃,北风3-4级/无持续风向微风
2011-01-12,guangzhou,小雨/阴,10℃/7℃,无持续风向微风/无持续风向微风
2011-01-13,guangzhou,阴/阴,13℃/10℃,无持续风向微风/无持续风向微风
2011-01-14,guangzhou,多云/多云,16℃/8℃,无持续风向微风/无持续风向微风
2011-01-15,guangzhou,多云/晴,15℃/5℃,北风3-4级/东北风3-4级
2011-01-16,guangzhou,晴/晴,14℃/3℃,无持续风向微风/无持续风向微风
2011-01-17,guangzhou,晴/多云,15℃/7℃,无持续风向微风/无持续风向微风
2011-01-18,guangzhou,多云/阴,15℃/8℃,无持续风向微风/无持续风向微风
2011-01-19,guangzhou,多云/阴,16℃/9℃,无持续风向微风/无持续风向微风
2011-01-20,guangzhou,阴/阴,14℃/6℃,无持续风向微风/无持续风向微风
2011-01-21,guangzhou,阴/晴,15℃/3℃,无持续风向微风/无持续风向微风
2011-01-22,guangzhou,多云/多云,15℃/7℃,无持续风向微风/无持续风向微风
2011-01-23,guangzhou,多云/多云,14℃/7℃,无持续风向微风/无持续风向微风
2011-01-24,guangzhou,多云/多云,16℃/9℃,无持续风向微风/无持续风向微风
2011-01-25,guangzhou,多云/多云,13℃/8℃,无持续风向微风/无持续风向微风
2011-01-26,guangzhou,多云/多云,15℃/9℃,无持续风向微风/无持续风向微风
2011-01-27,guangzhou,多云/阴,17℃/10℃,无持续风向微风/无持续风向微风
2011-01-28,guangzhou,阴/多云,14℃/7℃,北风3-4级/北风3-4级
2011-01-29,guangzhou,多云/多云,13℃/5℃,北风3-4级/北风3-4级
2011-01-30,guangzhou,多云/多云,14℃/5℃,北风3-4级/北风3-4级
2011-01-31,guangzhou,多云/晴,16℃/8℃,无持续风向微风/无持续风向微风
2011-02-01,guangzhou,多云/多云,16℃/9℃,无持续风向微风/无持续风向微风
2011-02-02,guangzhou,多云/晴,18℃/10℃,无持续风向微风/无持续风向微风
2011-02-03,guangzhou,多云/多云,21℃/11℃,无持续风向微风/无持续风向微风
2011-02-04,guangzhou,晴/晴,23℃/9℃,无持续风向微风/无持续风向微风
2011-02-05,guangzhou,晴/晴,24℃/10℃,无持续风向微风/无持续风向微风
2011-02-06,guangzhou,晴/多云,25℃/11℃,无持续风向微风/无持续风向微风
2011-02-07,guangzhou,多云/多云,26℃/14℃,无持续风向微风/无持续风向微风
2011-02-08,guangzhou,多云/多云,26℃/13℃,无持续风向微风/无持续风向微风
2011-02-09,guangzhou,多云/多云,26℃/15℃,无持续风向微风/无持续风向微风
2011-02-10,guangzhou,多云/小雨,23℃/11℃,无持续风向微风/无持续风向微风
2011-02-11,guangzhou,阴/阴,16℃/10℃,东北风3-4级/北风3-4级
2011-02-12,guangzhou,阴/小雨,15℃/8℃,北风3-4级/无持续风向微风
2011-02-13,guangzhou,中雨/阴,11℃/6℃,无持续风向微风/无持续风向微风
2011-02-14,guangzhou,阴/阴,12℃/7℃,无持续风向微风/无持续风向微风
2011-02-15,guangzhou,小雨/小雨,11℃/7℃,无持续风向微风/无持续风向微风
2011-02-16,guangzhou,小雨/阴,11℃/8℃,无持续风向微风/无持续风向微风
2011-02-17,guangzhou,雾/雾,14℃/10℃,无持续风向微风/无持续风向微风
2011-02-18,guangzhou,阴/小雨,15℃/8℃,无持续风向微风/无持续风向微风
2011-02-19,guangzhou,小雨/小雨,11℃/9℃,无持续风向≤3级/无持续风向≤3级
2011-02-20,guangzhou,阴/多云,17℃/10℃,无持续风向≤3级/无持续风向≤3级
2011-02-21,guangzhou,阴/阴,19℃/13℃,无持续风向≤3级/无持续风向≤3级
2011-02-22,guangzhou,多云/多云,21℃/14℃,无持续风向≤3级/无持续风向≤3级
2011-02-23,guangzhou,多云/阴,20℃/15℃,无持续风向≤3级/无持续风向≤3级
2011-02-24,guangzhou,多云/阴,21℃/14℃,无持续风向≤3级/无持续风向≤3级
2011-02-25,guangzhou,多云/多云,26℃/14℃,无持续风向≤3级/无持续风向≤3级
2011-02-26,guangzhou,多云/多云,25℃/17℃,无持续风向≤3级/无持续风向≤3级
2011-02-27,guangzhou,多云/多云,25℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-02-28,guangzhou,晴/多云,27℃/17℃,无持续风向≤3级/无持续风向≤3级
2011-03-01,guangzhou,多云/多云,22℃/12℃,无持续风向≤3级/无持续风向≤3级
2011-03-02,guangzhou,多云/阴,19℃/12℃,北风3-4级/无持续风向≤3级
2011-03-03,guangzhou,多云/多云,22℃/11℃,无持续风向≤3级/无持续风向≤3级
2011-03-04,guangzhou,多云/多云,21℃/11℃,无持续风向≤3级/无持续风向≤3级
2011-03-05,guangzhou,多云/多云,23℃/14℃,无持续风向≤3级/无持续风向≤3级
2011-03-06,guangzhou,阴/小雨,23℃/13℃,无持续风向≤3级/北风3-4级
2011-03-07,guangzhou,阴/阴,17℃/12℃,北风3-4级/北风3-4级
2011-03-08,guangzhou,小雨/小雨,19℃/12℃,无持续风向≤3级/无持续风向≤3级
2011-03-09,guangzhou,小雨/小雨,18℃/12℃,无持续风向≤3级/北风3-4级
2011-03-10,guangzhou,小雨/阴,17℃/13℃,无持续风向≤3级/无持续风向≤3级
2011-03-11,guangzhou,多云/多云,20℃/14℃,无持续风向≤3级/无持续风向≤3级
2011-03-12,guangzhou,多云/多云,22℃/14℃,无持续风向≤3级/无持续风向≤3级
2011-03-13,guangzhou,多云/多云,23℃/15℃,无持续风向≤3级/无持续风向≤3级
2011-03-14,guangzhou,多云/多云,26℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-03-15,guangzhou,小雨/阴,19℃/10℃,北风4-5级/北风3-4级
2011-03-16,guangzhou,阴/多云,17℃/11℃,北风3-4级/东北风3-4级
2011-03-17,guangzhou,阴/小雨,19℃/13℃,北风3-4级/东北风3-4级
2011-03-18,guangzhou,小到中雨/小雨,15℃/11℃,无持续风向≤3级/无持续风向≤3级
2011-03-19,guangzhou,阵雨/小雨,14℃/11℃,无持续风向≤3级/无持续风向≤3级
2011-03-20,guangzhou,多云/多云,22℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-03-21,guangzhou,小雨/阴,26℃/13℃,无持续风向≤3级/北风3-4级
2011-03-22,guangzhou,小雨/阴,16℃/11℃,北风3-4级/北风3-4级
2011-03-23,guangzhou,阴/多云,17℃/11℃,北风3-4级/北风3-4级
2011-03-24,guangzhou,阴/多云,17℃/12℃,北风3-4级/无持续风向≤3级
2011-03-25,guangzhou,多云/多云,17℃/14℃,无持续风向≤3级/无持续风向≤3级
2011-03-26,guangzhou,阴/阴,20℃/13℃,无持续风向≤3级/无持续风向≤3级
2011-03-27,guangzhou,阴/阴,17℃/11℃,无持续风向≤3级/无持续风向≤3级
2011-03-28,guangzhou,多云/晴,20℃/13℃,无持续风向≤3级/无持续风向≤3级
2011-03-29,guangzhou,多云/多云,24℃/13℃,无持续风向≤3级/无持续风向≤3级
2011-03-30,guangzhou,多云/阴,22℃/14℃,无持续风向≤3级/无持续风向≤3级
2011-03-31,guangzhou,阴/多云,23℃/15℃,无持续风向≤3级/无持续风向≤3级
2011-04-01,guangzhou,多云/多云,26℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-04-02,guangzhou,多云/多云,28℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-04-03,guangzhou,多云/小雨,28℃/15℃,无持续风向≤3级/无持续风向≤3级
2011-04-04,guangzhou,多云/多云,22℃/15℃,无持续风向≤3级/无持续风向≤3级
2011-04-05,guangzhou,多云/多云,23℃/16℃,无持续风向≤3级/无持续风向≤3级
2011-04-06,guangzhou,多云/多云,25℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-04-07,guangzhou,多云/多云,27℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-04-08,guangzhou,多云/多云,26℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-04-09,guangzhou,多云/多云,28℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-04-10,guangzhou,多云/多云,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-04-11,guangzhou,多云/多云,30℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-04-12,guangzhou,多云/多云,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2011-04-13,guangzhou,多云/多云,29℃/19℃,无持续风向≤3级/无持续风向≤3级
2011-04-14,guangzhou,多云/晴,31℃/19℃,无持续风向≤3级/无持续风向≤3级
